createdat,orderid,restaurantstatus,paymentmethod,subtotal,customerid,restaurantname,customeraddressprovince,restaurantacceptedat,foodpreparedpromised,podactual
2019-09-11 12:19:02,15526772,restaurant_accepted,cash,51.9,2115470,Burger King Norwood,Gauteng,2019-09-11 12:21:58,2019-09-11 12:36:58,2019-09-11 12:49:34
2019-09-27 13:48:11,16170103,restaurant_accepted,cash,69.0,2115470,Nando's Corlett,Gauteng,2019-09-27 13:58:57,2019-09-27 14:29:57,2019-09-27 14:37:47
2019-08-14 13:29:44,14410408,none,none,94.0,2115472,Krispy Kreme Menlyn Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 11:00:10,14922590,none,none,69.9,2115474,KFC Greenpoint,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 10:54:19,16475071,none,none,50.9,2115474,Burger King Green Market Square,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 10:56:55,16475237,none,none,74.9,2115474,Burger King Green Market Square,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:25:16,14410256,restaurant_accepted,cash,218.0,2115476,Andiccio 24 Leaping Frog,Sandton,2019-08-14 13:27:30,2019-08-14 13:47:30,2019-08-14 13:51:52
2019-08-16 13:22:32,14472338,restaurant_accepted,cash,69.19,2115476,Burger King Fourways Mall,Sandton,2019-08-16 13:23:29,2019-08-16 13:43:29,2019-08-16 13:59:50
2019-08-31 19:52:36,15142458,restaurant_accepted,cash,69.9,2115476,McDonald's Fourways,Sandton,2019-08-31 19:53:22,2019-08-31 20:08:22,2019-08-31 20:32:40
2019-08-14 13:24:08,14410227,none,none,178.6,2115478,KFC Beyers Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:27:34,14410335,restaurant_accepted,cash,178.6,2115478,KFC Beyers Park,Gauteng,2019-08-14 13:30:56,2019-08-14 13:45:56,2019-08-14 13:57:19
2019-10-04 17:48:57,16505393,none,none,122.0,2115478,Nando's East Rand Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 17:50:41,16505622,restaurant_accepted,cash,122.0,2115478,Nando's East Rand Mall,Gauteng,2019-10-04 17:52:14,2019-10-04 18:21:14,2019-10-04 18:35:09
2019-08-14 13:20:32,14410097,none,none,164.9,2115479,Mochachos Sunninghill Village,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:16:44,14409957,restaurant_accepted,credit,108.8,2115480,McDonald's Isando,Gauteng,2019-08-14 13:25:26,2019-08-14 13:40:26,2019-08-14 14:00:32
2019-08-14 13:28:38,14410365,restaurant_accepted,credit,138.6,2115481,Mochachos Vanderbijlpark,Gauteng,2019-08-14 13:33:04,2019-08-14 13:53:04,2019-08-14 14:00:39
2019-08-20 16:11:32,14615543,none,none,46.8,2115481,Mochachos Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-10 13:01:21,15498907,restaurant_accepted,credit,118.6,2115481,Mochachos Vanderbijlpark,Gauteng,2019-09-10 13:03:13,2019-09-10 13:18:13,2019-09-10 13:25:46
2019-10-04 13:44:15,16489302,restaurant_accepted,credit,145.0,2115481,Horse And River Pub & Grill,Gauteng,2019-10-04 13:45:32,2019-10-04 14:17:32,2019-10-04 14:23:29
2019-08-14 18:22:40,14421432,none,none,159.9,2115482,Steers Diner,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:27:52,14421853,none,none,159.9,2115482,Steers Diner,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 18:36:46,14422636,restaurant_accepted,cash,159.9,2115482,Steers Diner,KwaZulu-Natal,2019-08-14 18:38:56,2019-08-14 18:53:56,2019-08-14 19:42:36
2019-08-20 15:58:09,14615175,restaurant_accepted,cash,167.8,2115482,Roman's Pizza PMB,KwaZulu-Natal,2019-08-20 15:59:35,2019-08-20 16:19:35,2019-08-20 16:53:21
2019-08-26 19:32:45,14868107,restaurant_accepted,cash,219.9,2115482,Steers Total Autobahn,KwaZulu-Natal,2019-08-26 19:33:23,2019-08-26 19:48:23,2019-08-26 20:10:51
2019-08-29 18:16:54,15017071,restaurant_accepted,cash,41.8,2115482,Fishaways Victoria Centre,KwaZulu-Natal,2019-08-29 18:17:46,2019-08-29 18:35:46,2019-08-29 18:54:14
2019-08-29 19:17:43,15024075,restaurant_accepted,cash,143.9,2115482,Roman's Pizza Hayfields,KwaZulu-Natal,2019-08-29 19:18:54,2019-08-29 19:33:54,2019-08-29 19:42:32
2019-08-14 13:18:32,14410027,none,none,75.6,2115483,Mei Hua,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 12:56:37,16221114,none,none,139.6,2115483,KFC Broadacres,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 12:57:15,16221164,none,none,69.8,2115483,KFC Broadacres,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 13:07:53,16221833,none,none,69.8,2115483,KFC Broadacres,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 13:51:11,16224554,none,none,69.8,2115483,KFC Broadacres,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 13:54:12,16224722,restaurant_accepted,cash,104.7,2115483,KFC Broadacres,Gauteng,2019-09-28 14:01:34,2019-09-28 14:16:34,2019-09-28 14:27:51
2019-09-28 14:49:13,16227974,restaurant_accepted,cash,73.9,2115483,Steers Broadacres Shopping Centre,Gauteng,2019-09-28 14:50:47,2019-09-28 15:05:47,2019-09-28 15:22:11
2019-09-30 13:39:09,16321833,restaurant_accepted,cash,104.7,2115483,KFC Broadacres,Gauteng,2019-09-30 13:39:55,2019-09-30 13:54:55,2019-09-30 14:10:31
2019-10-10 13:59:11,16735511,restaurant_accepted,cash,69.8,2115483,KFC Broadacres,Gauteng,2019-10-10 13:59:58,2019-10-10 14:14:58,2019-10-10 14:48:17
2019-09-09 14:03:34,15473164,none,none,58.0,2115484,Nando's Brooklyn,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-09 14:03:36,15473167,none,none,58.0,2115484,Nando's Brooklyn,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-09 14:06:47,15473272,none,credit,58.0,2115484,Nando's Brooklyn,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-15 18:56:50,15712072,restaurant_accepted,cash,52.8,2115484,Steers Sterland,Gauteng,2019-09-15 18:59:05,2019-09-15 19:17:05,2019-09-15 19:39:03
2019-09-24 18:46:37,16049810,restaurant_accepted,cash,50.9,2115484,Roman's Pizza Arcadia,Gauteng,2019-09-24 18:48:30,2019-09-24 19:04:30,2019-09-24 19:20:17
2019-09-25 16:48:45,16083034,restaurant_accepted,cash,56.8,2115484,Fishaways Sterland,Gauteng,2019-09-25 16:49:29,2019-09-25 17:07:29,2019-09-25 17:21:59
2019-09-26 11:53:04,16112115,restaurant_accepted,cash,58.0,2115484,Top Shisanyama,Gauteng,2019-09-26 11:55:02,2019-09-26 12:15:02,2019-09-26 12:38:35
2019-09-28 18:55:14,16249375,none,none,50.9,2115484,Roman's Pizza Arcadia,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 18:55:55,16249462,restaurant_rejected,cash,50.9,2115484,Roman's Pizza Arcadia,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 18:58:41,16249843,restaurant_accepted,cash,50.9,2115484,Roman's Pizza Sunnyside,Gauteng,2019-09-28 18:59:24,2019-09-28 19:17:24,2019-09-28 19:52:57
2019-10-05 17:24:40,16555163,restaurant_accepted,cash,68.9,2115484,KFC Charles Street,Gauteng,2019-10-05 17:25:15,2019-10-05 17:40:15,2019-10-05 17:45:30
2019-10-09 10:10:31,16685045,none,none,88.7,2115484,Roman's Pizza Arcadia,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-09 10:12:44,16685108,none,instant_eft,88.7,2115484,Roman's Pizza Arcadia,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-09 10:54:50,16686452,none,none,88.7,2115484,Roman's Pizza Arcadia,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 12:33:43,16824091,restaurant_accepted,cash,118.9,2115484,Roman's Pizza Hatfield,Gauteng,2019-10-12 12:34:29,2019-10-12 12:56:29,2019-10-12 13:11:06
2019-10-15 13:40:32,16943576,none,none,57.0,2115484,Burger King Hatfield,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-15 13:41:39,16943623,restaurant_accepted,cash,57.0,2115484,Burger King Hatfield,Gauteng,2019-10-15 13:42:29,2019-10-15 13:57:29,2019-10-15 14:12:14
2019-08-14 13:42:28,14410785,none,none,185.8,2115487,Snoekies Belvedere,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:44:05,14410841,none,none,185.8,2115487,Snoekies Belvedere,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:19:20,14410060,none,credit,309.6,2115489,Steers Observatory,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 12:33:25,15646256,restaurant_accepted,credit,142.4,2115489,KFC Tokai,Western Cape,2019-09-14 12:37:46,2019-09-14 12:52:46,2019-09-14 13:17:18
2019-08-14 13:34:29,14410554,restaurant_accepted,cash,81.18,2115490,Burger King Preller Square,Free State,2019-08-14 13:37:33,2019-08-14 13:52:33,2019-08-14 14:03:17
2019-08-14 13:21:06,14410121,none,none,100.6,2115491,McDonald's Craighall Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-19 12:24:30,15815589,none,none,150.9,2115491,McDonald's Parkrand,Boksburg,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-19 12:28:48,15815839,none,none,139.9,2115491,McDonald's Parkrand,Boksburg,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:34:40,14410560,none,none,200.7,2115492,Mochachos Main Road,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 14:04:59,14411436,none,none,208.5,2115492,Mochachos Main Road,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 13:30:47,14438788,restaurant_accepted,credit,182.5,2115492,Mochachos Mint Road,Gauteng,2019-08-15 13:34:38,2019-08-15 13:54:38,2019-08-15 14:15:45
2019-08-22 16:20:26,14675587,none,none,173.6,2115492,Mochachos Main Road,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-05 17:36:30,15314949,none,none,117.0,2115492,Istanbul Kebab & Shwarma Central Road,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-05 17:38:39,15315164,restaurant_accepted,credit,122.9,2115492,Istanbul Kebab & Shwarma Central Road,Gauteng,2019-09-05 17:41:46,2019-09-05 18:08:46,2019-09-05 18:18:28
2019-08-14 13:47:19,14410939,none,none,267.5,2115495,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:53:21,14411127,none,none,267.5,2115495,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:55:49,14411184,none,none,267.5,2115495,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:58:26,14411250,none,none,267.5,2115495,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 15:00:31,14412786,none,none,267.5,2115495,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 15:04:14,14412869,restaurant_accepted,cash,267.5,2115495,McDonald's Sea Point,Western Cape,2019-08-14 15:05:05,2019-08-14 15:20:05,2019-08-14 15:40:17
2019-08-14 21:01:35,14429428,none,none,340.6,2115495,Pizza Hut Gardens,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 21:03:47,14429444,none,cash,340.6,2115495,Pizza Hut Gardens,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 21:26:54,14429615,restaurant_accepted,cash,340.6,2115495,Pizza Hut Gardens,Western Cape,2019-08-14 21:27:16,2019-08-14 21:47:16,2019-08-14 22:06:27
2019-08-17 19:46:58,14540055,restaurant_accepted,cash,212.0,2115495,Tortilla Modern Mexican,Western Cape,2019-08-17 19:51:01,2019-08-17 20:06:01,2019-08-17 20:26:00
2019-08-18 15:07:39,14556748,restaurant_accepted,cash,115.4,2115495,Pizza Hut Gardens,Western Cape,2019-08-18 15:08:19,2019-08-18 15:28:19,2019-08-18 15:44:03
2019-08-20 21:06:08,14630548,restaurant_accepted,cash,156.0,2115495,Nando's Kloof St,Western Cape,2019-08-20 21:06:32,2019-08-20 21:26:32,2019-08-20 21:36:57
2019-08-14 13:20:45,14410108,none,none,83.0,2115496,Rocomamas Nelson Mandela Square,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 12:13:07,14435465,none,none,78.0,2115496,Nando's Sandton City,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 12:15:00,14435574,restaurant_accepted,credit,78.0,2115496,Nando's Sandton City,Gauteng,2019-08-15 12:28:37,2019-08-15 12:43:37,2019-08-15 13:52:03
2019-10-15 10:43:19,16934602,none,none,74.8,2115496,Mugg & Bean Lonehill Fourways,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-15 11:00:00,16935142,restaurant_accepted,credit,107.7,2115496,Mugg & Bean Lonehill Fourways,Gauteng,2019-10-15 11:03:18,2019-10-15 11:23:18,2019-10-15 11:52:45
2019-08-21 13:26:04,14639957,restaurant_accepted,cash,83.7,2115497,Steers Bothasig,Cape Town,2019-08-21 13:27:39,2019-08-21 13:42:39,2019-08-21 13:56:13
2019-09-03 13:58:41,15233488,restaurant_accepted,cash,80.8,2115497,Steers Bothasig,Cape Town,2019-09-03 14:02:28,2019-09-03 14:17:28,2019-09-03 14:20:47
2019-09-11 13:38:59,15530566,none,none,85.8,2115497,Steers Bothasig,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-11 13:39:12,15530572,restaurant_accepted,cash,85.8,2115497,Steers Bothasig,Cape Town,2019-09-11 13:39:50,2019-09-11 13:54:50,2019-09-11 13:59:11
2019-10-20 15:11:49,17177338,none,none,342.0,2115498,Ocean Basket Platinum Square,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-20 15:15:00,17177509,none,none,342.0,2115498,Ocean Basket Platinum Square,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-20 15:18:49,17177737,none,none,342.0,2115498,Ocean Basket Platinum Square,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-20 15:24:32,17178038,none,none,342.0,2115498,Ocean Basket Platinum Square,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-20 15:26:24,17178127,restaurant_accepted,cash,342.0,2115498,Ocean Basket Platinum Square,(null),2019-10-20 15:28:13,2019-10-20 15:47:13,2019-10-20 16:00:15
2019-10-25 16:26:55,17392056,restaurant_accepted,cash,278.6,2115498,Spur Toledo,(null),2019-10-25 16:27:46,2019-10-25 17:01:46,2019-10-25 17:13:01
2019-08-14 13:31:46,14410470,restaurant_accepted,credit,269.1,2115499,KFC Northmead,Gauteng,2019-08-14 13:35:22,2019-08-14 13:50:22,2019-08-14 14:05:29
2019-08-15 18:05:30,14449813,restaurant_accepted,cash,185.5,2115499,Steers Northmead Square,Gauteng,2019-08-15 18:06:05,2019-08-15 18:26:05,2019-08-15 18:27:13
2019-08-14 13:24:20,14410234,restaurant_accepted,cash,114.8,2115502,KFC Blue Hills,Gauteng,2019-08-14 13:45:41,2019-08-14 14:00:41,2019-08-14 14:17:18
2019-08-15 14:50:27,14441048,none,none,86.8,2115502,Mochachos Carlswald,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-15 14:50:46,14441055,none,credit,86.8,2115502,Mochachos Carlswald,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:23:25,14410200,restaurant_accepted,cash,131.8,2115505,Mochachos East Rand Mall,Gauteng,2019-08-14 13:26:16,2019-08-14 13:46:16,2019-08-14 13:56:36
2019-08-24 12:57:09,14761879,restaurant_accepted,cash,440.0,2115506,Blue Lotus,Cape Town,2019-08-24 13:21:55,2019-08-24 13:36:55,2019-08-24 13:59:39
2019-10-14 11:26:44,16906302,restaurant_accepted,credit,291.0,2115506,Kung Fu Kitchen Norwood,Johannesburg,2019-10-14 11:29:48,2019-10-14 12:11:48,2019-10-14 12:36:54
2019-10-24 14:30:35,17332890,none,none,34.9,2115506,McDonald's Rosebank,Johannesburg,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-24 14:32:02,17332942,restaurant_accepted,cash,69.8,2115506,McDonald's Rosebank,Johannesburg,2019-10-24 14:32:42,2019-10-24 14:49:42,2019-10-24 15:12:03
2019-08-21 13:31:54,14640176,none,none,87.3,2115508,McDonald's Chatterton Rd,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-21 13:34:00,14640252,restaurant_accepted,cash,87.3,2115508,McDonald's Chatterton Rd,KwaZulu-Natal,2019-08-21 13:35:41,2019-08-21 13:50:41,2019-08-21 14:09:34
2019-09-14 15:57:19,15657256,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 15:59:28,15657367,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:00:02,15660890,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:13:59,15661946,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:15:41,15662100,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:18:33,15662327,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:19:20,15662383,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:20:05,15662443,none,none,132.0,2115510,Elachi,KwaZulu-Natal,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 17:20:54,15662506,restaurant_accepted,cash,132.0,2115510,Elachi,KwaZulu-Natal,2019-09-14 17:24:19,2019-09-14 17:42:19,2019-09-14 17:49:28
2019-08-22 16:37:28,14676216,none,none,38.9,2115511,McDonald's Hatfield,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-30 12:16:13,15044896,none,none,63.0,2115514,Rocomamas Pineslopes,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-28 19:29:25,14973927,none,none,69.8,2115515,KFC Bloemfontein Willows,Free State,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-16 19:39:20,15743769,none,none,40.4,2115515,McDonald's Fleurdal,Free State,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-03 13:23:13,16440667,none,none,689.97,2115515,Checkers LiquorShop Preller Square (Over 18's Only) 60561,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-03 13:25:02,16440764,none,none,899.96,2115515,Checkers LiquorShop Preller Square (Over 18's Only) 60561,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-03 13:25:46,16440797,none,none,899.96,2115515,Checkers LiquorShop Preller Square (Over 18's Only) 60561,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 17:10:09,16500923,none,none,689.97,2115515,Checkers LiquorShop Mimosa Mall (Over 18's Only) 31429,(null),0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 17:13:26,16501253,none,credit,689.97,2115515,Checkers LiquorShop Mimosa Mall (Over 18's Only) 31429,Free State,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 17:16:30,16501559,restaurant_accepted,credit,689.97,2115515,Checkers LiquorShop Mimosa Mall (Over 18's Only) 31429,Free State,2019-10-04 17:19:30,2019-10-04 17:34:30,2019-10-04 18:01:40
2019-10-04 18:18:15,16509556,none,none,449.98,2115515,Checkers LiquorShop Mimosa Mall (Over 18's Only) 31429,Free State,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-05 16:58:26,16553143,restaurant_accepted,cash,239.99,2115515,Checkers LiquorShop Mimosa Mall (Over 18's Only) 31429,(null),2019-10-05 16:59:43,2019-10-05 17:14:43,2019-10-05 17:42:21
2019-09-04 17:30:26,15276056,none,none,149.7,2115516,McDonald's Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-04 17:34:10,15276327,none,none,149.7,2115516,McDonald's Westgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 11:23:48,14604977,restaurant_accepted,credit,122.8,2115520,Burger King Fordsburg,Gauteng,2019-08-20 11:31:38,2019-08-20 11:46:38,2019-08-20 12:01:08
2019-08-21 13:16:02,14639558,none,none,254.6,2115522,Burger King Sasol Malanshof,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-21 13:19:51,14639722,restaurant_accepted,credit,254.6,2115522,Burger King Sasol Malanshof,Gauteng,2019-08-21 13:25:17,2019-08-21 13:40:17,2019-08-21 13:47:56
2019-08-23 11:40:04,14701387,none,none,119.7,2115522,Mochachos Northcliff Square,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-23 11:51:17,14702709,restaurant_accepted,credit,190.4,2115522,Mochachos Northcliff Square,Gauteng,2019-08-23 11:57:56,2019-08-23 12:27:56,2019-08-23 12:55:03
2019-08-29 13:43:24,15000186,restaurant_accepted,credit,195.0,2115522,Sausage Saloon Cresta,Gauteng,2019-08-29 13:44:18,2019-08-29 13:59:18,2019-08-29 14:17:26
2019-10-25 12:19:39,17375305,restaurant_accepted,credit,299.0,2115522,Burger King Cresta Centre,Gauteng,2019-10-25 12:20:41,2019-10-25 12:44:41,2019-10-25 12:53:31
2019-08-14 13:35:45,14410588,none,none,102.8,2115525,Panarottis Kolonnade Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:35:48,14410590,none,none,102.8,2115525,Panarottis Kolonnade Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-14 13:41:10,14410748,none,none,289.9,2115526,KFC Charles Street,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
